timestamp,cpu_usage,memory_usage,request_latency_ms,error_rate_percent,anomaly
2025-11-30 17:15:26.058721,47.45071229516849,60.19002765648812,5.0,0.5312809102851918,0
2025-11-30 17:16:26.058721,37.92603548243223,29.19065384220868,9.856362936366578,0.5946939594949653,0
2025-11-30 17:17:26.058721,94.23232629013987,99.67837805102114,654.0098681713033,13.494442133266805,1
2025-11-30 17:18:26.058721,62.84544784612038,84.51996004188675,81.15506229482017,0.1474068036911744,0
2025-11-30 17:19:26.058721,36.48769937914996,61.5899747520129,20.785789174403146,0.25285591003214253,0
2025-11-30 17:20:26.058721,36.487945645762295,44.7158143001127,55.13567193393229,0.5124211794045472,0
2025-11-30 17:21:26.058721,98.36654716251554,94.82920697812003,1755.9148849848784,7.193027153930006,1
2025-11-30 17:22:26.058721,51.51152093729363,60.11728716232312,117.55463452356099,0.4055899611459984,0
2025-11-30 17:23:26.058721,32.95788421097572,69.46674899226842,5.0,1.1474940211708538,0
2025-11-30 17:24:26.058721,48.13840065378947,34.880494173699766,83.8802514448418,0.17484989554470898,0
2025-11-30 17:25:26.058721,33.04873460781307,57.322930519313644,9.35255634559959,1.690311292863518,0
2025-11-30 17:26:26.058721,33.01405369644615,39.86591647579523,24.847853368267277,0.3206076248116222,0
2025-11-30 17:27:26.058721,43.629434073490515,46.22037510974752,10.657009573229315,0.05318514467936246,0
2025-11-30 17:28:26.058721,11.300796330133032,53.21385734929809,60.63628490134083,0.028306019421810682,0
2025-11-30 17:29:26.058721,14.126232512304508,49.86642853894656,56.710861372475144,0.2067545731279237,0
2025-11-30 17:30:26.058721,31.56568706138541,64.71133796605143,39.69232899468363,0.14971470601064,0
2025-11-30 17:31:26.058721,24.807533194983645,59.74173118231188,59.893413217412615,0.9280316560027805,0
2025-11-30 17:32:26.058721,44.71370998892911,19.836615812556445,51.02215174750252,0.6690158278580113,0
2025-11-30 17:33:26.058721,26.379638867181832,22.84353585869116,74.9042319923437,1.0794427907322988,0
2025-11-30 17:34:26.058721,18.815444479970623,42.60566630481414,13.68282141602596,0.4448895193729352,0
2025-11-30 17:35:26.058721,61.98473153382331,86.57250524883649,28.010652120131507,0.28586958162831455,0
2025-11-30 17:36:26.058721,36.61335549270196,32.96816334996795,8.221716332321057,0.1577445156525733,0
